Temp. Ins. (C),Umi. Ins. (%),Vel. Vento (m/s),Raj. Vento (m/s),Chuva (mm),num_ocorrencias
20.6,100.0,0.7,1.4,0.0,0.0
21.1,99.0,0.8,2.8,0.0,2.0
20.9,98.0,1.0,2.9,0.0,1.0
22.6,89.0,0.8,2.8,0.0,1.0
25.1,79.0,1.1,3.2,0.0,0.0
27.2,67.0,1.3,4.7,0.0,0.0
27.2,62.0,1.2,3.8,0.0,0.0
28.0,63.0,2.4,5.3,0.2,0.0
24.4,89.0,3.7,7.6,0.0,2.0
24.4,83.0,4.2,10.5,0.0,0.0
23.5,86.0,3.0,8.6,0.0,0.0
22.8,86.0,2.7,9.9,0.0,0.0
21.8,95.0,2.5,5.9,0.0,0.0
21.4,99.0,2.6,5.9,0.0,0.0
21.1,100.0,2.3,5.7,0.0,0.0
21.0,100.0,1.9,5.5,0.0,0.0
20.9,100.0,1.4,4.0,0.0,0.0
20.1,100.0,1.2,3.5,0.0,0.0
19.6,100.0,0.6,3.8,0.0,0.0
20.0,100.0,1.3,2.9,0.0,0.0
19.0,100.0,0.2,2.9,0.0,0.0
18.8,100.0,0.3,1.0,0.0,0.0
18.6,100.0,0.3,0.8,0.0,1.0
18.8,100.0,0.6,1.0,0.0,4.0
21.1,97.0,1.2,3.0,0.0,1.0
22.5,91.0,1.8,3.6,0.0,2.0
22.9,84.0,2.7,5.0,0.0,0.0
24.3,73.0,3.0,5.7,0.0,0.0
25.3,70.0,3.0,6.8,0.0,1.0
25.3,67.0,3.9,7.4,0.0,2.0
26.4,67.0,3.5,8.1,0.0,0.0
26.3,63.0,3.6,8.0,0.0,0.0
25.9,70.0,3.6,8.2,0.0,0.0
24.7,71.0,4.8,9.4,0.0,1.0
24.2,82.0,4.2,9.4,0.0,0.0
22.5,87.0,4.3,9.1,0.0,0.0
21.4,91.0,4.1,8.5,0.0,0.0
21.3,95.0,3.4,8.3,0.0,0.0
21.1,96.0,3.1,7.6,0.0,0.0
20.9,95.0,2.4,7.0,0.0,0.0
20.5,96.0,2.0,5.3,0.0,1.0
19.9,98.0,1.7,5.2,0.0,0.0
19.6,100.0,1.8,4.0,0.0,0.0
19.3,93.0,1.7,4.4,0.0,0.0
18.5,94.0,1.2,4.4,0.0,0.0
18.3,90.0,1.1,2.6,0.0,0.0
18.4,85.0,1.5,3.3,0.0,0.0
19.1,81.0,1.6,4.2,0.0,1.0
20.9,70.0,1.9,5.1,0.0,1.0
22.0,59.0,2.4,5.4,0.0,1.0
23.7,56.0,2.1,5.5,0.0,0.0
24.9,46.0,2.1,4.8,0.0,1.0
25.8,41.0,2.5,5.3,0.0,0.0
26.6,40.0,3.3,6.3,0.0,1.0
26.5,45.0,3.6,6.7,0.0,0.0
26.4,47.0,3.8,9.3,0.0,1.0
25.6,47.0,4.6,10.5,0.0,0.0
24.5,48.0,4.3,11.9,0.0,1.0
23.6,50.0,4.6,10.1,0.0,1.0
22.2,57.0,4.2,10.2,0.0,0.0
21.0,65.0,4.5,9.5,0.0,1.0
19.8,85.0,2.7,9.5,0.0,0.0
19.4,80.0,2.4,6.3,0.0,0.0
18.8,78.0,2.5,5.5,0.0,0.0
18.4,89.0,1.9,5.7,0.0,0.0
17.5,99.0,1.2,4.3,0.0,0.0
17.7,100.0,1.5,3.3,0.0,0.0
17.5,100.0,1.4,3.4,0.0,0.0
17.7,100.0,1.5,2.9,0.0,0.0
17.6,99.0,1.3,2.7,0.0,0.0
17.5,97.0,1.3,2.8,0.0,0.0
17.8,98.0,1.3,2.8,0.0,0.0
19.2,94.0,1.6,4.4,0.0,0.0
20.0,88.0,1.7,4.5,0.0,2.0
22.0,79.0,2.2,5.2,0.0,0.0
23.8,72.0,1.4,5.1,0.0,1.0
24.7,63.0,1.4,4.0,0.0,1.0
25.7,70.0,3.3,6.6,0.0,0.0
25.2,68.0,3.2,8.2,0.0,1.0
25.1,70.0,3.4,8.6,0.0,0.0
24.3,79.0,4.6,8.6,0.0,1.0
23.6,84.0,4.0,9.7,0.0,2.0
22.6,82.0,3.9,8.8,0.0,0.0
22.2,88.0,1.9,7.8,0.0,0.0
21.3,93.0,2.5,6.8,0.0,0.0
21.0,95.0,2.0,5.4,0.0,0.0
21.2,94.0,2.4,6.6,0.0,0.0
21.1,91.0,2.0,5.8,0.0,0.0
20.4,96.0,1.0,3.9,0.0,0.0
20.2,97.0,0.9,3.0,0.0,0.0
20.0,97.0,1.0,3.5,0.0,0.0
19.8,98.0,1.0,2.4,0.0,0.0
19.5,100.0,0.6,2.1,0.0,0.0
19.9,96.0,0.9,2.5,0.0,0.0
19.9,96.0,0.9,3.0,0.0,0.0
20.4,96.0,0.9,3.3,0.0,2.0
22.1,87.0,1.2,2.9,0.0,0.0
23.9,78.0,1.5,2.8,0.0,1.0
26.0,68.0,2.0,5.5,0.0,0.0
27.3,62.0,2.1,6.4,0.0,0.0
28.5,57.0,1.5,5.0,0.0,0.0
28.5,57.0,2.0,6.1,0.0,1.0
30.8,47.0,1.6,6.2,0.0,0.0
27.2,80.0,3.5,6.7,0.0,1.0
23.0,96.0,4.2,9.7,0.0,1.0
22.2,100.0,2.2,7.8,1.2,0.0
21.7,100.0,1.5,5.6,0.0,0.0
21.8,100.0,0.8,4.2,1.0,1.0
21.9,100.0,1.4,3.3,0.2,0.0
21.8,100.0,1.2,3.3,0.0,0.0
21.6,100.0,0.9,3.0,0.0,0.0
22.1,100.0,0.7,1.8,0.0,0.0
22.3,100.0,1.1,3.0,0.0,0.0
22.2,100.0,1.3,3.5,0.0,0.0
21.6,100.0,1.4,4.8,0.0,0.0
21.0,100.0,0.7,2.8,0.0,0.0
20.7,100.0,1.1,2.3,0.0,0.0
20.6,100.0,0.6,2.4,0.0,0.0
20.5,100.0,0.5,2.2,0.0,0.0
20.0,100.0,0.6,3.3,0.0,0.0
22.3,98.0,1.8,3.3,0.0,0.0
23.8,86.0,2.5,4.3,0.0,0.0
25.7,77.0,2.9,6.0,0.0,0.0
27.2,71.0,3.4,7.2,0.0,0.0
28.1,65.0,3.2,7.3,0.2,0.0
29.2,56.0,2.5,7.0,0.0,1.0
30.9,50.0,2.0,6.3,0.0,23.0
30.8,46.0,2.1,6.5,0.0,2.0
26.5,80.0,3.4,7.0,0.0,4.0
24.1,82.0,3.4,9.1,0.0,1.0
20.4,100.0,2.7,10.2,3.8,4.0
20.8,100.0,1.0,5.2,0.8,0.0
20.9,100.0,0.9,3.3,0.2,0.0
21.1,100.0,1.5,3.0,0.0,1.0
21.4,100.0,1.0,3.5,0.0,0.0
21.3,100.0,0.8,2.8,0.0,1.0
21.2,100.0,1.2,2.5,0.0,0.0
21.0,98.0,1.6,5.1,0.0,1.0
20.6,100.0,1.4,4.7,0.0,3.0
20.2,100.0,1.3,3.9,0.0,0.0
19.5,100.0,1.1,3.9,0.0,0.0
19.0,100.0,1.1,3.7,0.0,1.0
18.5,100.0,0.9,3.0,0.0,4.0
19.1,100.0,1.4,3.3,0.0,3.0
21.8,93.0,2.1,4.6,0.0,3.0
22.3,90.0,2.2,6.2,0.0,2.0
23.7,84.0,2.5,5.5,0.0,3.0
24.1,78.0,3.3,8.1,0.0,4.0
25.2,75.0,4.1,11.0,0.0,3.0
25.3,72.0,3.9,9.8,0.0,1.0
27.1,59.0,3.0,8.4,0.0,2.0
28.2,55.0,3.2,9.6,0.0,0.0
28.9,47.0,2.9,8.7,0.0,2.0
28.6,42.0,3.1,9.3,0.0,0.0
27.4,52.0,1.8,7.5,0.0,0.0
23.9,83.0,1.5,5.9,0.0,0.0
22.3,95.0,3.5,6.1,0.0,0.0
21.8,97.0,2.0,6.1,0.0,0.0
21.6,94.0,1.4,4.4,0.0,0.0
21.7,99.0,0.9,3.0,0.0,0.0
21.2,100.0,1.2,3.7,0.0,0.0
21.5,100.0,1.9,3.9,0.0,0.0
21.4,97.0,1.5,4.7,0.0,0.0
21.0,98.0,2.4,5.4,0.0,0.0
20.9,96.0,2.7,6.0,0.0,0.0
20.9,95.0,2.0,7.6,0.0,1.0
20.7,98.0,1.8,6.7,0.0,1.0
20.8,98.0,2.3,5.8,0.0,1.0
21.6,95.0,2.5,6.7,0.0,0.0
22.3,87.0,3.6,8.4,0.0,1.0
23.8,80.0,3.5,10.4,0.0,0.0
25.3,73.0,3.4,8.3,0.0,2.0
26.8,63.0,4.0,10.0,0.0,2.0
27.2,59.0,3.6,9.2,0.0,1.0
27.2,58.0,3.3,8.0,0.0,0.0
27.5,56.0,4.7,8.9,0.0,0.0
28.9,52.0,1.9,8.9,0.0,4.0
27.5,58.0,1.3,4.7,0.0,0.0
22.4,95.0,3.1,10.5,1.0,0.0
21.7,100.0,1.5,7.9,2.4,0.0
21.8,100.0,1.9,4.3,0.0,0.0
21.4,100.0,1.8,7.1,0.0,5.0
20.3,100.0,0.7,4.5,0.0,0.0
20.7,100.0,1.5,3.3,0.0,0.0
20.8,100.0,2.6,5.1,0.0,0.0
20.5,100.0,1.1,5.1,0.0,0.0
20.4,100.0,1.0,3.8,0.0,1.0
20.2,100.0,0.9,3.3,0.0,0.0
20.2,100.0,1.4,2.8,0.0,0.0
20.1,100.0,1.1,3.2,0.0,0.0
19.8,100.0,1.5,4.6,0.0,1.0
19.7,100.0,2.0,4.9,0.0,1.0
20.4,100.0,1.6,4.8,0.2,4.0
21.1,100.0,1.9,4.1,0.0,2.0
22.6,92.0,2.5,5.0,0.0,2.0
24.4,84.0,1.9,5.4,0.0,2.0
26.7,69.0,2.2,5.9,0.0,0.0
26.9,71.0,2.9,6.6,0.0,0.0
27.4,62.0,2.2,6.6,0.0,3.0
28.4,54.0,2.1,6.3,0.0,0.0
28.7,51.0,2.0,7.0,0.0,1.0
28.0,60.0,2.1,6.4,0.0,0.0
28.1,50.0,1.2,5.8,0.0,0.0
26.2,81.0,1.3,4.1,0.0,0.0
24.1,86.0,2.2,4.7,0.0,1.0
23.2,92.0,1.7,4.9,0.0,0.0
21.9,95.0,2.1,7.6,0.0,0.0
21.6,96.0,1.5,5.9,0.0,0.0
21.1,98.0,1.7,5.6,0.0,1.0
21.1,99.0,0.8,5.4,0.0,0.0
21.1,99.0,2.7,5.7,0.0,0.0
20.9,100.0,1.6,5.7,0.0,0.0
21.1,97.0,2.0,5.2,0.0,0.0
20.7,100.0,1.1,3.7,0.0,0.0
20.8,99.0,1.7,3.8,0.0,0.0
20.8,98.0,1.2,3.9,0.0,1.0
22.0,94.0,1.3,2.8,0.0,0.0
23.8,82.0,2.0,4.4,0.0,0.0
26.2,72.0,2.4,5.6,0.0,0.0
27.6,65.0,2.6,6.3,0.0,1.0
27.9,57.0,3.2,7.8,0.0,0.0
29.5,51.0,3.0,7.9,0.0,1.0
29.9,47.0,3.1,7.8,0.0,0.0
30.4,44.0,3.1,8.0,0.0,0.0
31.0,43.0,2.3,7.1,0.0,0.0
31.3,44.0,1.6,6.3,0.0,0.0
30.7,44.0,3.2,7.0,0.0,0.0
25.6,88.0,3.2,7.0,0.0,2.0
24.5,94.0,2.2,6.9,0.0,2.0
22.1,100.0,0.9,7.4,0.0,0.0
21.1,100.0,0.7,4.1,0.0,0.0
21.6,100.0,1.0,2.9,0.0,0.0
21.7,100.0,2.4,6.9,0.0,0.0
20.6,100.0,3.7,10.0,0.4,0.0
20.5,100.0,3.1,9.1,0.0,0.0
20.4,100.0,2.7,7.3,0.0,0.0
20.2,100.0,2.0,6.0,0.0,2.0
20.4,97.0,2.1,5.9,0.0,2.0
19.9,100.0,1.0,4.4,0.0,2.0
19.9,100.0,2.0,4.3,0.0,2.0
20.9,96.0,1.7,6.0,0.0,1.0
21.8,94.0,2.3,5.6,0.0,1.0
22.2,90.0,3.3,8.9,0.0,0.0
22.9,88.0,4.0,10.2,0.0,1.0
24.7,78.0,4.7,11.0,0.0,1.0
26.8,70.0,4.3,11.0,0.0,1.0
28.2,62.0,4.1,10.8,0.0,0.0
26.6,60.0,5.4,12.3,0.0,1.0
26.7,62.0,3.9,10.7,0.2,1.0
28.3,53.0,4.6,11.9,0.0,0.0
27.5,58.0,4.3,11.9,0.0,2.0
27.2,59.0,3.5,8.7,0.0,0.0
26.2,67.0,2.8,8.1,0.0,0.0
21.1,98.0,5.0,14.5,0.0,0.0
20.6,100.0,2.9,12.3,0.0,0.0
20.0,100.0,2.1,7.1,0.0,0.0
20.5,95.0,4.4,11.4,0.0,0.0
20.9,92.0,4.6,13.5,0.0,0.0
21.0,90.0,5.7,12.7,0.0,0.0
20.1,100.0,3.7,11.9,0.0,0.0
20.2,98.0,3.1,8.5,0.0,0.0
20.0,98.0,2.9,7.9,0.0,1.0
20.1,97.0,2.6,6.8,0.0,1.0
20.2,95.0,2.5,5.5,0.0,2.0
20.6,92.0,3.7,7.8,0.0,2.0
21.1,92.0,3.5,9.9,0.0,1.0
21.8,88.0,4.4,11.9,0.0,2.0
22.7,83.0,4.5,12.8,0.0,1.0
23.3,81.0,5.3,11.4,0.0,1.0
25.9,67.0,5.3,13.0,0.0,2.0
26.2,70.0,5.1,11.7,0.0,0.0
28.0,58.0,5.3,12.0,0.0,4.0
27.2,63.0,4.8,13.0,0.2,0.0
27.2,60.0,4.7,11.7,0.0,1.0
26.5,66.0,3.8,9.7,0.0,0.0
26.3,67.0,2.6,9.1,0.0,1.0
24.6,79.0,0.9,8.4,0.0,1.0
23.5,91.0,1.0,4.4,0.0,1.0
22.8,95.0,1.4,4.5,0.0,0.0
22.3,100.0,2.2,5.0,0.0,0.0
22.3,98.0,2.4,6.0,0.0,0.0
22.5,95.0,2.7,6.4,0.0,0.0
22.2,96.0,2.5,5.9,0.0,0.0
21.5,100.0,1.2,5.1,0.0,0.0
22.2,97.0,2.5,6.8,0.0,0.0
21.9,99.0,2.6,5.6,0.0,1.0
21.7,100.0,1.3,5.8,0.0,2.0
21.9,99.0,2.6,5.9,0.0,1.0
22.3,99.0,2.4,6.1,0.0,1.0
22.3,100.0,2.5,6.2,0.2,0.0
23.4,93.0,2.1,5.1,0.0,0.0
22.4,100.0,2.9,7.8,0.4,1.0
25.7,83.0,3.4,7.0,0.2,1.0
26.6,70.0,4.0,8.3,0.0,0.0
29.4,52.0,4.3,11.4,0.0,0.0
30.1,47.0,5.1,11.8,0.2,2.0
28.1,53.0,3.5,11.8,0.0,1.0
27.7,51.0,2.1,10.3,0.0,1.0
27.2,57.0,1.4,6.9,0.0,0.0
25.9,71.0,0.9,4.3,0.0,1.0
24.1,90.0,1.9,4.7,0.0,0.0
21.9,100.0,0.7,6.1,0.0,0.0
21.4,100.0,1.9,4.3,0.0,0.0
20.6,100.0,0.3,5.1,0.0,0.0
20.7,100.0,1.3,2.5,0.0,0.0
20.8,100.0,1.6,3.8,0.0,0.0
20.3,100.0,1.6,4.3,0.0,0.0
19.8,100.0,1.2,4.0,0.0,0.0
19.6,100.0,0.9,3.7,0.0,0.0
19.6,100.0,1.3,3.8,0.0,1.0
19.4,100.0,0.7,3.1,0.0,1.0
19.6,100.0,0.9,2.0,0.0,0.0
20.3,100.0,1.4,3.5,0.0,0.0
22.7,94.0,2.0,4.7,0.0,0.0
23.8,87.0,2.6,6.0,0.0,2.0
26.2,79.0,2.0,6.5,0.0,1.0
28.0,58.0,1.3,4.9,0.0,1.0
27.0,69.0,1.2,6.0,0.0,7.0
26.3,71.0,1.2,5.9,0.2,2.0
27.8,58.0,1.9,5.8,0.0,1.0
23.5,89.0,3.5,6.2,0.0,2.0
21.3,100.0,2.4,7.8,5.6,0.0
22.0,96.0,1.3,5.4,0.2,0.0
21.7,94.0,1.7,4.2,0.0,1.0
21.2,96.0,0.9,3.3,0.0,0.0
20.5,100.0,0.7,1.9,0.0,2.0
21.0,99.0,0.9,2.5,0.0,0.0
20.7,100.0,0.8,2.5,0.0,0.0
20.7,100.0,0.6,2.1,0.0,0.0
20.9,100.0,1.3,2.9,0.0,0.0
20.3,100.0,0.7,2.5,0.0,0.0
20.0,100.0,0.7,2.2,0.0,0.0
20.0,100.0,0.7,2.8,0.0,2.0
19.8,100.0,0.6,2.9,0.0,0.0
19.7,100.0,0.4,2.3,0.0,1.0
19.7,100.0,0.4,1.1,0.0,0.0
22.0,95.0,0.7,1.5,0.0,0.0
22.2,94.0,1.5,3.1,0.0,1.0
23.3,87.0,1.6,3.7,0.0,1.0
24.8,83.0,1.6,4.8,0.0,0.0
25.0,77.0,2.0,5.1,0.0,1.0
24.7,79.0,2.8,5.7,0.0,1.0
25.7,75.0,3.5,6.0,0.0,0.0
24.0,86.0,3.5,7.8,0.0,0.0
23.6,85.0,3.5,8.9,0.0,0.0
22.3,90.0,3.5,7.7,0.0,0.0
19.6,100.0,0.9,8.5,15.4,0.0
20.2,100.0,0.3,2.7,3.4,0.0
20.0,100.0,2.6,5.3,3.4,0.0
20.3,100.0,1.3,5.3,0.0,0.0
20.0,100.0,1.4,3.7,0.0,0.0
19.9,100.0,0.8,3.0,0.0,0.0
19.6,100.0,1.5,3.9,0.0,0.0
19.1,100.0,1.0,3.9,0.0,0.0
19.0,100.0,0.3,3.1,0.0,0.0
18.9,100.0,0.6,1.4,0.0,0.0
18.8,100.0,0.5,1.4,0.0,0.0
18.7,100.0,0.3,1.1,0.0,0.0
18.9,100.0,0.4,0.9,0.0,0.0
19.0,100.0,0.3,1.0,0.0,1.0
19.7,100.0,0.6,1.0,0.0,0.0
21.6,94.0,0.9,2.1,0.0,2.0
22.9,86.0,1.3,3.6,0.0,2.0
24.3,80.0,2.2,3.7,0.0,0.0
24.3,80.0,3.1,6.6,0.0,0.0
25.4,73.0,2.6,6.9,0.0,0.0
25.0,70.0,3.6,6.9,0.0,0.0
24.5,76.0,3.8,7.7,0.2,1.0
24.5,80.0,4.0,9.4,0.0,0.0
23.1,83.0,4.1,9.6,0.0,1.0
21.9,83.0,4.2,9.8,0.0,0.0
21.3,88.0,3.4,8.3,0.0,0.0
20.5,91.0,2.8,8.1,0.0,0.0
20.0,94.0,2.2,5.8,0.0,0.0
19.7,100.0,2.1,4.8,0.0,0.0
19.3,99.0,1.4,4.9,0.0,0.0
19.0,100.0,0.6,3.7,0.0,0.0
18.8,100.0,0.3,3.0,0.0,0.0
19.2,97.0,1.1,3.0,0.0,0.0
18.9,99.0,1.1,3.0,0.0,0.0
18.2,100.0,0.9,3.2,0.0,0.0
18.1,100.0,0.6,1.9,0.0,0.0
18.6,100.0,1.1,3.1,0.0,0.0
18.6,100.0,1.0,3.5,0.0,2.0
20.7,95.0,0.9,2.1,0.0,0.0
21.9,90.0,1.3,2.9,0.0,0.0
26.5,66.0,1.4,3.9,0.0,0.0
28.0,53.0,1.5,4.1,0.0,1.0
29.5,50.0,1.5,4.1,0.0,2.0
27.4,70.0,3.2,7.5,0.0,0.0
24.9,82.0,3.9,9.5,0.0,0.0
23.3,90.0,3.4,9.8,0.0,0.0
23.3,88.0,3.1,8.9,0.0,0.0
22.2,91.0,3.6,8.5,0.0,1.0
21.5,95.0,2.9,8.5,0.0,0.0
21.4,93.0,2.2,6.9,0.0,0.0
20.8,99.0,1.4,4.6,0.0,1.0
20.4,100.0,1.3,3.5,0.0,0.0
20.4,100.0,0.6,2.7,0.0,0.0
20.6,100.0,1.2,2.9,0.0,0.0
20.5,99.0,0.7,2.9,0.0,0.0
20.3,99.0,1.0,2.7,0.0,0.0
20.8,99.0,1.1,2.8,0.0,0.0
21.2,96.0,1.8,4.7,0.0,0.0
21.0,96.0,1.1,5.2,0.0,0.0
19.8,100.0,1.0,4.6,0.0,1.0
21.8,91.0,2.4,4.3,0.0,3.0
23.5,81.0,1.4,4.6,0.0,1.0
25.3,73.0,1.8,4.4,0.0,2.0
26.2,65.0,2.1,5.8,0.0,0.0
28.0,61.0,2.6,5.8,0.0,4.0
29.6,52.0,2.7,6.2,0.0,4.0
29.8,50.0,2.0,6.0,0.0,4.0
23.6,95.0,3.2,8.7,0.0,4.0
20.4,93.0,1.9,7.9,0.4,0.0
22.0,100.0,3.5,6.4,0.0,1.0
22.1,96.0,3.4,6.9,0.0,1.0
22.0,94.0,2.5,6.9,0.0,0.0
21.8,97.0,1.9,5.8,0.0,0.0
21.7,94.0,1.7,5.6,0.0,0.0
21.4,91.0,2.2,7.8,0.0,0.0
20.5,95.0,0.7,5.4,0.0,0.0
20.5,95.0,1.0,3.0,0.0,0.0
20.3,94.0,1.2,3.9,0.0,0.0
20.0,93.0,0.8,4.1,0.0,0.0
19.5,96.0,0.5,2.6,0.0,0.0
19.4,95.0,0.6,1.4,0.0,0.0
19.6,95.0,0.5,1.2,0.0,0.0
19.4,100.0,0.8,2.8,0.0,1.0
19.4,100.0,0.3,2.0,0.0,0.0
19.5,100.0,0.5,1.4,0.4,1.0
20.9,100.0,0.5,1.5,0.0,1.0
22.2,93.0,1.2,3.1,0.0,1.0
24.5,80.0,2.1,4.4,0.0,2.0
25.5,75.0,1.8,5.6,0.0,0.0
23.7,86.0,1.2,8.7,0.0,2.0
22.8,94.0,1.3,4.3,1.0,0.0
22.3,95.0,4.5,8.3,1.2,0.0
23.3,94.0,2.3,9.3,0.8,0.0
20.9,100.0,1.4,5.5,1.0,0.0
21.1,100.0,1.1,3.4,2.0,1.0
21.3,100.0,1.0,2.4,0.0,0.0
20.7,100.0,1.0,2.4,0.0,0.0
20.9,100.0,0.7,1.8,0.0,0.0
20.8,100.0,1.0,2.6,0.0,0.0
21.0,100.0,0.8,3.0,0.0,0.0
20.6,100.0,0.8,2.2,0.0,0.0
20.0,100.0,1.5,3.7,0.0,0.0
20.0,100.0,1.3,3.6,0.0,0.0
20.1,100.0,1.1,4.1,0.0,0.0
20.0,100.0,1.1,3.4,0.0,0.0
20.1,100.0,0.9,3.8,0.0,0.0
20.0,100.0,1.0,3.4,0.0,0.0
19.7,100.0,1.1,3.3,0.0,0.0
21.0,97.0,1.2,3.1,0.0,0.0
21.5,94.0,1.2,3.1,0.0,1.0
23.8,83.0,1.5,3.3,0.0,1.0
25.0,77.0,2.3,5.8,0.0,0.0
25.1,76.0,2.1,5.6,0.0,2.0
25.5,73.0,2.0,5.4,0.0,1.0
26.9,68.0,1.4,5.1,0.2,1.0
27.9,59.0,1.2,5.6,0.0,0.0
20.6,100.0,4.3,9.2,20.0,0.0
21.3,100.0,2.3,9.2,7.4,0.0
21.1,100.0,2.2,5.9,1.2,1.0
20.9,100.0,1.5,4.4,1.6,3.0
20.5,100.0,0.8,3.3,1.2,0.0
20.5,100.0,0.7,2.0,0.0,0.0
19.8,100.0,1.4,2.9,0.0,0.0
19.8,100.0,1.7,3.7,0.0,0.0
19.5,100.0,0.7,4.2,0.0,0.0
19.4,100.0,0.6,1.8,0.0,0.0
19.0,100.0,0.8,3.1,0.0,0.0
19.0,100.0,1.4,4.3,0.0,0.0
19.0,100.0,1.3,3.9,0.0,0.0
19.1,100.0,1.7,3.8,0.0,0.0
18.7,100.0,0.8,3.8,0.0,1.0
18.7,100.0,1.3,4.0,0.0,0.0
20.4,100.0,1.0,3.7,0.0,0.0
21.1,100.0,1.9,3.7,0.0,0.0
23.7,86.0,2.3,5.5,0.0,1.0
24.5,80.0,3.9,6.7,0.0,0.0
25.6,75.0,2.2,7.3,0.0,1.0
26.9,75.0,1.6,5.6,0.0,0.0
28.8,58.0,2.6,7.7,0.0,2.0
29.3,54.0,4.6,8.8,0.0,0.0
28.3,54.0,3.8,8.5,0.0,1.0
28.7,53.0,1.7,8.2,0.0,0.0
23.9,89.0,2.0,6.3,0.0,2.0
22.4,98.0,2.7,7.3,0.0,0.0
22.7,90.0,1.2,5.3,0.0,0.0
20.1,100.0,0.7,5.6,0.0,0.0
19.3,100.0,0.7,3.2,0.0,0.0
20.1,100.0,1.1,2.0,0.0,0.0
20.3,100.0,0.7,2.0,0.0,0.0
20.5,100.0,0.9,1.9,0.0,0.0
20.4,100.0,1.4,3.1,0.0,0.0
20.3,100.0,1.3,3.1,0.0,0.0
19.9,100.0,1.0,4.7,0.0,1.0
19.4,100.0,0.9,2.6,0.0,0.0
19.6,100.0,0.6,3.2,0.0,0.0
19.2,100.0,0.3,2.1,0.0,0.0
21.7,99.0,1.3,2.5,0.0,3.0
23.3,87.0,1.2,2.9,0.0,1.0
25.5,76.0,2.7,5.6,0.0,0.0
26.1,75.0,2.7,6.6,0.0,0.0
27.7,66.0,3.8,9.1,0.2,0.0
28.5,57.0,3.4,9.5,0.0,0.0
29.6,56.0,3.8,9.4,0.0,0.0
30.1,53.0,3.1,8.9,0.0,0.0
30.7,43.0,2.9,7.4,0.0,0.0
29.5,48.0,2.8,7.9,0.0,1.0
23.0,90.0,2.2,8.5,3.8,0.0
23.2,94.0,1.0,5.2,0.0,0.0
23.3,90.0,0.5,3.8,0.0,0.0
22.7,97.0,1.2,2.9,0.0,0.0
24.2,84.0,2.4,5.0,0.0,0.0
24.0,87.0,1.9,5.0,0.0,0.0
23.6,88.0,1.8,4.9,0.0,0.0
23.6,89.0,3.0,8.1,0.0,1.0
20.4,100.0,2.0,8.5,0.0,0.0
20.0,100.0,0.5,4.2,0.0,0.0
20.7,100.0,2.7,7.3,0.0,0.0
20.0,100.0,1.7,7.3,0.0,0.0
19.7,100.0,2.1,5.2,0.0,0.0
19.8,100.0,2.1,6.0,0.0,0.0
20.6,100.0,2.0,5.0,0.0,0.0
23.0,88.0,3.0,5.8,0.0,0.0
25.7,77.0,3.7,7.5,0.0,0.0
27.3,70.0,2.5,10.6,0.0,4.0
28.8,64.0,3.9,10.6,0.0,2.0
30.3,53.0,5.1,11.0,0.0,4.0
30.5,53.0,5.0,11.0,0.0,6.0
30.7,42.0,5.1,11.8,0.2,3.0
31.6,42.0,3.9,11.5,0.0,1.0
20.5,100.0,2.8,17.9,8.4,0.0
21.0,100.0,1.6,12.4,2.0,0.0
21.5,100.0,0.7,4.4,0.2,0.0
21.4,100.0,1.0,3.1,0.0,1.0
21.5,100.0,1.0,2.2,0.0,0.0
21.7,100.0,0.9,2.8,0.0,0.0
22.2,96.0,2.2,7.3,0.0,0.0
21.3,100.0,1.6,6.4,0.0,0.0
21.2,99.0,2.1,5.7,0.0,0.0
21.5,94.0,2.1,5.9,0.0,0.0
21.5,93.0,2.9,7.5,0.0,0.0
21.1,97.0,2.2,7.4,0.0,1.0
21.0,96.0,2.7,9.7,0.0,2.0
21.2,95.0,2.3,8.6,0.0,2.0
21.2,97.0,2.5,7.3,0.0,0.0
21.5,94.0,3.1,6.9,0.0,1.0
22.4,90.0,3.1,6.8,0.0,7.0
22.9,84.0,4.0,9.4,0.0,2.0
23.4,82.0,3.7,9.3,0.0,4.0
24.3,82.0,4.7,10.2,0.0,1.0
25.0,79.0,4.4,11.9,0.0,1.0
26.4,71.0,5.2,12.7,0.0,1.0
27.1,70.0,3.7,12.7,0.0,1.0
29.7,57.0,4.9,13.4,0.0,0.0
29.0,53.0,3.9,13.4,0.0,1.0
28.0,58.0,3.5,9.0,0.0,0.0
26.6,72.0,1.7,8.8,0.0,3.0
24.1,92.0,1.2,5.1,0.0,1.0
23.7,87.0,0.3,3.4,0.0,0.0
19.9,100.0,1.3,8.0,0.0,0.0
20.1,100.0,1.4,5.7,0.0,0.0
19.9,100.0,1.6,6.0,0.0,0.0
19.8,100.0,2.1,7.1,0.0,0.0
19.9,100.0,2.2,5.9,0.0,0.0
19.9,100.0,2.5,5.9,0.0,0.0
19.9,100.0,3.1,6.8,0.0,1.0
20.2,100.0,3.3,7.5,0.0,1.0
20.1,100.0,2.7,7.4,0.0,1.0
20.2,100.0,2.8,6.8,0.0,2.0
20.9,98.0,3.2,7.0,0.0,1.0
22.0,90.0,3.1,7.1,0.0,2.0
23.6,83.0,3.6,7.9,0.0,3.0
24.9,77.0,4.1,12.1,0.0,2.0
26.4,64.0,5.8,13.8,0.0,0.0
27.9,62.0,3.8,14.1,0.0,1.0
